Landcode;Levensnummer;Werknummer;Geboortedatum;Haarkleur;Geslacht;Landcode_moeder;Levensnummer_moeder;Aanvoer;Afvoer;UBN
BE;717877311;7311;15-05-2024;Zwartbont;M;BE;121532105;09-08-2024;;6259491
NL;679473484;7348;03-01-2024;Zwartbont;M;NL;893524146;11-04-2024;;6259491
NL;679473491;7349;03-01-2024;Zwartbont;M;NL;598123167;11-04-2024;;6259491
NL;598573519;7351;28-03-2024;Zwartbont;M;NL;642567589;24-06-2024;;6259491
LU;318357384;7384;16-05-2024;Roodbont;M;;;16-08-2024;;6259491
LU;118367401;7401;10-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;629274224;7422;01-04-2024;Zwartbont;M;NL;895271282;24-06-2024;;6259491
NL;612674246;7424;13-02-2024;Zwartbont;M;NL;575470336;08-05-2024;;6259491
NL;578374310;7431;12-05-2024;Zwartbont;M;NL;676471322;16-08-2024;;6259491
NL;565474474;7447;12-05-2024;Zwartbont;M;NL;579266683;16-08-2024;;6259491
NL;637174482;7448;14-05-2024;Zwartbont;M;NL;591368583;16-08-2024;;6259491
LU;118397466;7466;20-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;625174704;7470;14-02-2024;Zwartbont;M;NL;595066768;08-05-2024;;6259491
NL;625174711;7471;13-02-2024;Zwartbont;M;NL;567260596;08-05-2024;;6259491
NL;625174735;7473;12-02-2024;Zwartbont;M;NL;608859752;08-05-2024;;6259491
NL;625174742;7474;10-02-2024;Zwartbont;M;NL;648762351;08-05-2024;;6259491
NL;935474767;7476;11-02-2024;Zwartbont;M;NL;638467408;08-05-2024;;6259491
NL;741374956;7495;15-02-2024;Zwartbont;M;NL;616169126;08-05-2024;;6259491
NL;741374963;7496;15-02-2024;Zwartbont;M;NL;754566869;08-05-2024;;6259491
BE;069217504;7504;11-02-2024;Zwart-wit;M;BE;364405727;08-05-2024;;6259491
LU;918397511;7511;13-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;718337522;7522;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;606875321;7532;23-03-2024;Zwartbont;M;NL;874073953;24-06-2024;;6259491
BE;315987541;7541;03-01-2024;Roodbont;M;BE;013932519;11-04-2024;;6259491
NL;542875483;7548;14-03-2024;Roodbont;M;NL;969398059;24-06-2024;;6259491
NL;542875508;7550;19-03-2024;Zwartbont;M;NL;619271929;24-06-2024;;6259491
NL;751375642;7564;13-02-2024;Zwartbont;M;NL;548972982;08-05-2024;;6259491
NL;757875643;7564;05-01-2024;Zwartbont;M;NL;920171505;11-04-2024;;6259491
NL;878575718;7571;21-05-2024;Zwartbont;M;NL;692575518;09-08-2024;;6259491
NL;629375767;7576;10-02-2024;Roodbont;M;NL;677473970;08-05-2024;;6259491
BE;917987600;7600;25-03-2024;Zwartbont;M;BE;412888522;24-06-2024;;6259491
BE;717987601;7601;25-03-2024;Zwartbont;M;BE;913223249;24-06-2024;;6259491
LU;818357602;7602;29-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;217987609;7609;01-05-2024;Zwartbont;M;BE;917377602;09-08-2024;;6259491
BE;217987612;7612;01-05-2024;Zwartbont;M;BE;415127453;09-08-2024;;6259491
LU;118357615;7615;03-04-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;117987618;7618;16-05-2024;Zwartbont;M;BE;115127463;16-08-2024;;6259491
BE;317987620;7620;16-05-2024;Zwartbont;M;BE;117377606;16-08-2024;;6259491
LU;218357622;7622;03-04-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;118087642;7642;16-05-2024;Zwartbont;M;BE;922852128;16-08-2024;;6259491
LU;618327646;7646;10-05-2024;Roodbont;M;;;09-08-2024;;6259491
NL;588476532;7653;12-05-2024;Zwartbont;M;NL;623769926;09-08-2024;;6259491
NL;895376640;7664;16-05-2024;Zwartbont;M;NL;685165364;16-08-2024;;6259491
NL;614276873;7687;15-05-2024;Zwartbont;M;NL;748270480;09-08-2024;;6259491
NL;562676914;7691;02-04-2024;Blauwbont;M;NL;657293132;24-06-2024;;6259491
NL;874276970;7697;09-02-2024;Zwartbont;M;NL;586335673;08-05-2024;;6259491
NL;874276987;7698;10-02-2024;Zwartbont;M;NL;586335628;08-05-2024;;6259491
NL;874276994;7699;10-02-2024;Zwartbont;M;NL;586335750;08-05-2024;;6259491
NL;755577064;7706;17-05-2024;Zwartbont;M;NL;667567458;16-08-2024;;6259491
NL;893177089;7708;06-01-2024;Zwartbont;M;DE;0362356063;11-04-2024;;6259491
NL;893177096;7709;06-01-2024;Zwartbont;M;DE;0362356062;11-04-2024;;6259491
NL;698777172;7717;26-03-2024;Zwartbont;M;NL;682534314;24-06-2024;;6259491
NL;874277245;7724;17-05-2024;Roodbont;M;NL;565834072;16-08-2024;;6259491
BE;918137724;7724;07-05-2024;Zwartbont;M;BE;314739324;16-08-2024;;6259491
NL;687877290;7729;14-02-2024;Zwartbont;M;NL;717174618;08-05-2024;;6259491
BE;118137731;7731;10-05-2024;Zwartbont;M;BE;513988903;16-08-2024;;6259491
BE;517987745;7745;02-04-2024;Roodbont;M;BE;314330708;24-06-2024;;6259491
NL;734777542;7754;15-02-2024;Zwartbont;M;NL;579176041;08-05-2024;;6259491
NL;541577634;7763;09-02-2024;Zwartbont;M;NL;944869097;08-05-2024;;6259491
LU;318337765;7765;28-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;118337767;7767;31-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;897977685;7768;13-05-2024;Zwartbont;M;NL;578074441;09-08-2024;;6259491
BE;818037776;7776;12-02-2024;Zwart-wit;M;BE;114848241;08-05-2024;;6259491
NL;540377817;7781;11-02-2024;Roodbont;M;NL;918775054;08-05-2024;;6259491
NL;540377824;7782;11-02-2024;Roodbont;M;NL;918775092;08-05-2024;;6259491
NL;540377848;7784;11-02-2024;Roodbont;M;NL;868169479;08-05-2024;;6259491
NL;687877896;7789;18-05-2024;Blauwbont;M;NL;635874953;09-08-2024;;6259491
NL;947378091;7809;16-05-2024;Zwartbont;M;NL;883175655;09-08-2024;;6259491
NL;641278402;7840;02-05-2024;Roodbont;M;NL;723775768;16-08-2024;;6259491
NL;641278464;7846;13-02-2024;Roodbont;M;NL;750772037;08-05-2024;;6259491
NL;646178525;7852;04-01-2024;Roodbont;M;NL;754873086;11-04-2024;;6259491
NL;727478669;7866;26-03-2024;Zwartbont;M;NL;579676433;24-06-2024;;6259491
LU;418337871;7871;02-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;720178717;7871;09-02-2024;Zwartbont;M;NL;662696315;08-05-2024;;6259491
LU;718337875;7875;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;518337876;7876;15-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;875578947;7894;04-01-2024;Zwartbont;M;NL;587172437;11-04-2024;;6259491
NL;624878999;7899;05-01-2024;Zwartbont;M;NL;945072540;11-04-2024;;6259491
NL;946079023;7902;16-05-2024;Zwartbont;M;NL;675669647;16-08-2024;;6259491
NL;593279218;7921;10-05-2024;Zwartbont;M;NL;585677271;09-08-2024;;6259491
NL;593279225;7922;11-05-2024;Zwartbont;M;NL;585677512;09-08-2024;;6259491
NL;641279227;7922;18-05-2024;Zwartbont;M;NL;566069808;09-08-2024;;6259491
NL;755079250;7925;15-05-2024;Roodbont;M;NL;547276698;09-08-2024;;6259491
BE;917857929;7929;13-02-2024;Zwart-wit;M;BE;314050500;08-05-2024;;6259491
NL;946379358;7935;15-02-2024;Zwartbont;M;NL;607077834;08-05-2024;;6259491
NL;946079364;7936;02-04-2024;Zwartbont;M;NL;652671434;24-06-2024;;6259491
NL;946079403;7940;30-03-2024;Zwartbont;M;NL;644274270;24-06-2024;;6259491
NL;946079458;7945;28-03-2024;Zwartbont;M;NL;966266056;24-06-2024;;6259491
NL;924879463;7946;12-02-2024;Zwartbont;M;NL;574573812;08-05-2024;;6259491
NL;922979507;7950;09-05-2024;Zwartbont;M;NL;682174646;16-08-2024;;6259491
NL;916979685;7968;13-05-2024;Zwartbont;M;DE;1405511655;09-08-2024;;6259491
NL;638879696;7969;02-04-2024;Zwartbont;M;NL;680072519;24-06-2024;;6259491
NL;916979692;7969;13-05-2024;Zwartbont;M;NL;597206537;09-08-2024;;6259491
NL;935879931;7993;16-02-2024;Zwartbont;M;NL;943974958;08-05-2024;;6259491
NL;935879955;7995;15-02-2024;Zwartbont;M;NL;943771816;08-05-2024;;6259491
BE;418268017;8017;24-03-2024;Zwartbont;M;BE;223922030;24-06-2024;;6259491
NL;709580218;8021;16-02-2024;Zwartbont;M;NL;591473212;08-05-2024;;6259491
NL;614080368;8036;13-05-2024;Zwartbont;M;NL;739669299;09-08-2024;;6259491
NL;750180401;8040;29-03-2024;Zwartbont;M;NL;619979395;24-06-2024;;6259491
NL;750180418;8041;28-03-2024;Zwartbont;M;NL;940776988;24-06-2024;;6259491
BE;318198043;8043;14-02-2024;Zwart-wit;M;BE;815120922;08-05-2024;;6259491
NL;929080541;8054;12-02-2024;Zwartbont;M;NL;710878650;08-05-2024;;6259491
NL;631780579;8057;14-02-2024;Zwartbont;M;NL;671275798;08-05-2024;;6259491
NL;666680660;8066;15-05-2024;Zwartbont;M;NL;926176551;09-08-2024;;6259491
NL;666680684;8068;19-05-2024;Zwartbont;M;NL;926176544;09-08-2024;;6259491
LU;518378069;8069;07-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;017968074;8074;12-02-2024;Zwart-wit;M;BE;724702034;08-05-2024;;6259491
LU;318328094;8094;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;625380945;8094;12-05-2024;Zwartbont;M;NL;753475401;09-08-2024;;6259491
BE;418058100;8100;14-02-2024;Zwart-wit;M;BE;514527652;08-05-2024;;6259491
LU;118338112;8112;10-02-2024;Zwartbont;M;;;08-05-2024;;6259491
BE;517948122;8122;09-05-2024;Zwartbont;M;BE;117562112;09-08-2024;;6259491
LU;818318122;8122;26-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;317948123;8123;11-05-2024;Zwartbont;M;BE;814786079;09-08-2024;;6259491
LU;618318123;8123;26-03-2024;Roodbont;M;;;24-06-2024;;6259491
LU;218318125;8125;26-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;565081274;8127;06-01-2024;Zwartbont;M;NL;676476132;11-04-2024;;6259491
NL;764881277;8127;13-05-2024;Zwartbont;M;NL;938468167;09-08-2024;;6259491
NL;709581374;8137;15-05-2024;Zwartbont;M;NL;733077580;16-08-2024;;6259491
LU;018328140;8140;13-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;594581501;8150;09-01-2024;Eenkleurig bruin;M;NL;928274631;11-04-2024;;6259491
NL;711381553;8155;14-05-2024;Zwartbont;M;NL;731980123;16-08-2024;;6259491
FR;6217398157;8157;18-11-2023;Zwartbont;M;FR;6217817815;23-02-2024;;6259491
LU;318358163;8163;14-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;746381634;8163;10-02-2024;Zwartbont;M;NL;699766171;08-05-2024;;6259491
LU;618358170;8170;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;541581736;8173;10-02-2024;Zwartbont;M;NL;663230486;08-05-2024;;6259491
NL;898681794;8179;14-05-2024;Zwartbont;M;NL;876676343;09-08-2024;;6259491
BE;617928184;8184;09-02-2024;Rood-wit;M;BE;627572132;08-05-2024;;6259491
NL;725281863;8186;14-02-2024;Zwartbont;M;NL;892278800;08-05-2024;;6259491
DK;05031208196;08196;13-06-2022;Zwartbont;M;DK;05031207013;03-01-2023;;6259491
BE;817948207;8207;01-04-2024;Zwartbont;M;BE;321710108;24-06-2024;;6259491
BE;817908211;8211;30-03-2024;Zwartbont;M;BE;820131304;24-06-2024;;6259491
NL;735882188;8218;15-05-2024;Roodbont;M;NL;688179313;16-08-2024;;6259491
BE;117948219;8219;10-02-2024;Zwart-wit;M;BE;117492156;08-05-2024;;6259491
BE;018148222;8222;15-05-2024;Zwartbont;M;BE;317760718;16-08-2024;;6259491
NL;541682349;8234;13-08-2023;Zwartbont;M;NL;877677859;13-11-2023;;6259491
NL;628582373;8237;13-10-2021;Zwartbont;M;NL;965080176;07-01-2022;;6259491
LU;018348243;8243;03-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;542882469;8246;13-02-2024;Blauwbont;M;NL;619850463;08-05-2024;;6259491
NL;619182551;8255;08-05-2024;Zwartbont;M;DK;02468005807;09-08-2024;;6259491
NL;709082581;8258;30-03-2024;Zwartbont;M;NL;619441142;24-06-2024;;6259491
NL;660582601;8260;10-02-2024;Roodbont;M;NL;608575687;08-05-2024;;6259491
NL;884882686;8268;26-03-2024;Zwartbont;M;NL;658475320;24-06-2024;;6259491
BE;618098269;8269;11-02-2024;Zwartbont;M;BE;019000179;08-05-2024;;6259491
BE;418188281;8281;14-05-2024;Zwartbont;M;BE;614903810;16-08-2024;;6259491
NL;916982861;8286;10-02-2024;Zwartbont;M;NL;768875065;08-05-2024;;6259491
NL;617383176;8317;08-05-2024;Roodbont;M;NL;933868076;09-08-2024;;6259491
NL;891183248;8324;16-05-2024;Zwartbont;M;NL;868352055;09-08-2024;;6259491
LU;318338334;8334;22-12-2023;Zwartbont;M;;;11-04-2024;;6259491
NL;566283631;8363;28-03-2024;Zwartbont;M;NL;577482465;24-06-2024;;6259491
NL;891283935;8393;21-05-2024;Zwartbont;M;NL;768874992;09-08-2024;;6259491
NL;891283966;8396;17-05-2024;Zwartbont;M;NL;941672928;09-08-2024;;6259491
NL;585184029;8402;15-05-2024;Zwartbont;M;NL;694280171;16-08-2024;;6259491
BE;517978415;8415;13-05-2024;Zwartbont;M;BE;714147919;09-08-2024;;6259491
NL;566184194;8419;10-02-2024;Zwartbont;M;NL;607581366;08-05-2024;;6259491
NL;566184202;8420;12-02-2024;Zwartbont;M;NL;652680430;08-05-2024;;6259491
BE;117988429;8429;25-03-2024;Zwartbont;M;BE;017326017;24-06-2024;;6259491
BE;217998433;8433;19-03-2024;Zwartbont;M;BE;518141968;24-06-2024;;6259491
NL;637984362;8436;05-01-2024;Roodbont;M;NL;547281933;11-04-2024;;6259491
NL;888784696;8469;01-04-2024;Zwartbont;M;NL;644882523;24-06-2024;;6259491
NL;637184753;8475;05-01-2024;Zwartbont;M;NL;564364376;11-04-2024;;6259491
NL;922484753;8475;21-02-2024;Roodbont;M;NL;969183277;08-05-2024;;6259491
BE;518008482;8482;26-03-2024;Zwartbont;M;BE;822442020;24-06-2024;;6259491
BE;318008483;8483;27-03-2024;Zwartbont;M;BE;927142204;24-06-2024;;6259491
NL;594584834;8483;11-05-2024;Zwartbont;M;NL;588278123;09-08-2024;;6259491
NL;929084839;8483;07-01-2024;Zwartbont;M;NL;574179766;11-04-2024;;6259491
NL;637184878;8487;09-02-2024;Roodbont;M;NL;583774866;08-05-2024;;6259491
BE;218008489;8489;11-05-2024;Zwartbont;M;BE;123572117;16-08-2024;;6259491
NL;611585017;8501;15-02-2024;Zwartbont;V;NL;735974670;08-05-2024;;6259491
NL;540085150;8515;13-02-2024;Zwartbont;M;NL;590979896;08-05-2024;;6259491
NL;565685230;8523;14-05-2024;Zwartbont;M;NL;683178757;09-08-2024;;6259491
NL;565685247;8524;12-05-2024;Zwartbont;M;NL;610581007;09-08-2024;;6259491
NL;565685254;8525;12-05-2024;Zwartbont;M;NL;635677631;09-08-2024;;6259491
NL;542785416;8541;12-05-2024;Zwartbont;M;NL;675181848;09-08-2024;;6259491
NL;565685432;8543;14-02-2024;Zwartbont;M;NL;597775222;08-05-2024;;6259491
NL;645385441;8544;30-03-2024;Zwartbont;M;NL;642781329;24-06-2024;;6259491
BE;418078556;8556;13-05-2024;Zwartbont;M;BE;428111741;09-08-2024;;6259491
LU;518338560;8560;11-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;818338578;8578;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;618338579;8579;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;818338581;8581;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;713585924;8592;09-02-2024;Zwartbont;M;NL;746574638;08-05-2024;;6259491
LU;118338594;8594;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;713585955;8595;10-02-2024;Zwartbont;M;NL;575089574;08-05-2024;;6259491
NL;713585993;8599;10-02-2024;Zwartbont;M;NL;636563153;08-05-2024;;6259491
NL;713586011;8601;10-02-2024;Zwartbont;M;NL;746573178;08-05-2024;;6259491
NL;713586028;8602;10-02-2024;Zwartbont;M;NL;612358612;08-05-2024;;6259491
LU;118318604;8604;19-03-2024;Eenkleurig bruin;M;;;24-06-2024;;6259491
NL;713586097;8609;12-02-2024;Zwartbont;M;NL;621553024;08-05-2024;;6259491
BE;918048610;8610;30-03-2024;Zwartbont;M;BE;619692133;24-06-2024;;6259491
BE;118048614;8614;04-04-2024;Zwartbont;M;BE;919692137;24-06-2024;;6259491
NL;893186193;8619;07-05-2024;Zwartbont;M;NL;918784618;09-08-2024;;6259491
BE;118048632;8632;10-05-2024;Zwartbont;M;BE;219692152;09-08-2024;;6259491
NL;645886324;8632;11-05-2024;Zwartbont;M;NL;547581972;09-08-2024;;6259491
BE;718048639;8639;16-05-2024;Zwartbont;M;BE;529812057;16-08-2024;;6259491
LU;518338655;8655;28-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;418348661;8661;15-05-2024;Zwartbont;M;;;16-08-2024;;6259491
LU;518258661;8661;28-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;218348662;8662;15-05-2024;Zwartbont;M;;;16-08-2024;;6259491
LU;318258662;8662;28-03-2024;Roodbont;M;;;24-06-2024;;6259491
LU;018348663;8663;15-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;766986682;8668;29-03-2024;Roodbont;M;NL;612884744;24-06-2024;;6259491
BE;518008692;8692;08-05-2024;Zwartbont;M;BE;918620176;16-08-2024;;6259491
NL;725287498;8749;05-01-2024;Zwartbont;M;NL;697982922;11-04-2024;;6259491
NL;730187552;8755;12-02-2024;Zwartbont;M;NL;732884523;08-05-2024;;6259491
NL;725287722;8772;17-05-2024;Zwartbont;M;NL;916183589;09-08-2024;;6259491
NL;637987758;8775;16-05-2024;Zwartbont;M;NL;623778799;16-08-2024;;6259491
NL;674787809;8780;01-04-2024;Zwartbont;M;NL;865284128;24-06-2024;;6259491
NL;736887829;8782;16-05-2024;Zwartbont;M;NL;593083462;16-08-2024;;6259491
NL;689187874;8787;05-05-2024;Zwartbont;M;NL;621387269;09-08-2024;;6259491
LU;218338794;8794;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;598087964;8796;18-05-2024;Roodbont;M;NL;656278392;09-08-2024;;6259491
NL;540388004;8800;13-05-2024;Zwartbont;M;NL;542287013;16-08-2024;;6259491
BE;018008820;8820;23-03-2024;Zwartbont;M;BE;117532087;24-06-2024;;6259491
LU;418318821;8821;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;518008823;8823;27-03-2024;Zwartbont;M;BE;329502217;24-06-2024;;6259491
BE;318008824;8824;28-03-2024;Zwartbont;M;BE;222551825;24-06-2024;;6259491
NL;887988259;8825;09-02-2024;Roodbont;M;NL;610684539;08-05-2024;;6259491
NL;541288293;8829;17-05-2024;Zwartbont;M;NL;692782327;09-08-2024;;6259491
LU;718338833;8833;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;318338835;8835;13-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;965688350;8835;28-03-2024;Zwartbont;M;NL;757583791;24-06-2024;;6259491
NL;965688367;8836;29-03-2024;Zwartbont;M;NL;661585858;24-06-2024;;6259491
NL;732688420;8842;08-05-2024;Zwartbont;M;NL;631484981;16-08-2024;;6259491
BE;118008843;8843;09-05-2024;Zwartbont;M;BE;714571701;09-08-2024;;6259491
BE;818008844;8844;11-05-2024;Zwartbont;M;BE;613637805;09-08-2024;;6259491
NL;930188469;8846;18-05-2024;Zwartbont;M;NL;883565104;09-08-2024;;6259491
LU;418358848;8848;12-05-2024;Roodbont;M;;;16-08-2024;;6259491
NL;625388800;8880;08-05-2024;Roodbont;M;NL;899184782;16-08-2024;;6259491
NL;625388831;8883;13-05-2024;Zwartbont;M;NL;877687308;16-08-2024;;6259491
BE;118008891;8891;09-02-2024;Zwartbont;M;BE;014807390;08-05-2024;;6259491
NL;928988958;8895;15-02-2024;Zwartbont;M;NL;949982407;08-05-2024;;6259491
LU;818248900;8900;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
BE;618058905;8905;01-01-2024;Zwart-wit;M;BE;414693890;11-04-2024;;6259491
BE;918038921;8921;11-02-2024;Zwartbont;M;BE;723132120;08-05-2024;;6259491
BE;518058928;8928;13-02-2024;Zwart-wit;M;BE;414363778;08-05-2024;;6259491
NL;711289699;8969;16-05-2024;Zwartbont;M;NL;710383503;09-08-2024;;6259491
LU;718288970;8970;28-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;118288974;8974;29-04-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;725289850;8985;12-02-2024;Zwartbont;M;NL;686079989;08-05-2024;;6259491
NL;624489900;8990;16-02-2024;Zwartbont;M;NL;588181489;08-05-2024;;6259491
NL;624489948;8994;13-02-2024;Zwartbont;M;NL;723378226;08-05-2024;;6259491
NL;495089951;8995;05-04-2024;Zwartbont;M;NL;648083106;24-06-2024;;6259491
NL;624489962;8996;11-02-2024;Zwartbont;M;NL;588181535;08-05-2024;;6259491
BE;118088997;8997;11-05-2024;Zwartbont;M;BE;213219232;16-08-2024;;6259491
NL;624489979;8997;09-02-2024;Zwartbont;M;NL;630679670;08-05-2024;;6259491
NL;687889978;8997;16-02-2024;Zwartbont;M;NL;697284246;08-05-2024;;6259491
BE;118109010;9010;09-05-2024;Zwartbont;M;DE;0539880409;09-08-2024;;6259491
BE;118109011;9011;10-05-2024;Zwartbont;M;DE;1306314169;09-08-2024;;6259491
NL;689990119;9011;14-02-2024;Zwartbont;M;NL;612202364;08-05-2024;;6259491
BE;818109012;9012;10-05-2024;Zwartbont;M;DE;0362101896;09-08-2024;;6259491
BE;218109015;9015;14-05-2024;Zwartbont;M;BE;417378034;16-08-2024;;6259491
BE;418109028;9028;16-05-2024;Zwartbont;M;BE;714637700;16-08-2024;;6259491
BE;218109029;9029;16-05-2024;Zwartbont;M;BE;413756830;16-08-2024;;6259491
LU;518349042;9042;10-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;923490441;9044;01-04-2024;Zwartbont;M;NL;653594271;24-06-2024;;6259491
LU;118379050;9050;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;741390503;9050;12-02-2024;Zwartbont;M;NL;699978295;08-05-2024;;6259491
BE;918209053;9053;30-03-2024;Zwartbont;M;FR;3548092391;24-06-2024;;6259491
BE;718209054;9054;30-03-2024;Zwartbont;M;BE;628172277;24-06-2024;;6259491
BE;518209055;9055;30-03-2024;Zwartbont;M;FR;4431043320;24-06-2024;;6259491
NL;929890553;9055;14-05-2024;Zwartbont;M;NL;612355358;09-08-2024;;6259491
NL;929890685;9068;17-05-2024;Zwartbont;M;NL;612357020;09-08-2024;;6259491
NL;929890700;9070;18-05-2024;Zwartbont;M;NL;607584480;09-08-2024;;6259491
BE;318209073;9073;10-05-2024;Zwartbont;M;BE;228172282;16-08-2024;;6259491
NL;741390750;9075;14-05-2024;Zwartbont;M;NL;678974847;09-08-2024;;6259491
NL;929890786;9078;20-05-2024;Zwartbont;M;NL;612359684;09-08-2024;;6259491
NL;562590809;9080;31-03-2024;Zwartbont;M;NL;592086725;24-06-2024;;6259491
NL;611590833;9083;12-02-2024;Zwartbont;M;NL;631489140;08-05-2024;;6259491
DK;05243509089;09089;17-10-2023;Zwartbont;M;DK;05243506955;22-02-2024;;6259491
NL;541190905;9090;07-05-2024;Zwartbont;M;NL;626686534;09-08-2024;;6259491
NL;541190912;9091;03-05-2024;Zwartbont;M;NL;626686659;16-08-2024;;6259491
NL;589090960;9096;11-05-2024;Roodbont;M;NL;666585961;16-08-2024;;6259491
NL;597290996;9099;04-08-2023;Zwartbont;M;NL;572689580;13-11-2023;;6259491
NL;578491037;9103;10-02-2024;Zwartbont;M;NL;707588164;08-05-2024;;6259491
NL;578491051;9105;10-02-2024;Zwartbont;M;NL;707588157;08-05-2024;;6259491
LU;418359112;9112;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;897391133;9113;07-05-2024;Zwartbont;M;NL;621364596;09-08-2024;;6259491
NL;940291296;9129;03-04-2024;Zwartbont;M;NL;599124161;24-06-2024;;6259491
LU;218389132;9132;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;885091531;9153;15-05-2024;Zwartbont;M;NL;964884762;16-08-2024;;6259491
BE;117819154;9154;10-02-2024;Eenkleurig zwart;M;BE;514903895;08-05-2024;;6259491
NL;885091548;9154;15-05-2024;Zwartbont;M;NL;631388450;16-08-2024;;6259491
NL;935891656;9165;06-01-2024;Zwartbont;M;NL;572586940;11-04-2024;;6259491
BE;418109174;9174;20-03-2024;Zwartbont;M;BE;614133866;24-06-2024;;6259491
NL;696891759;9175;02-04-2024;Zwartbont;M;NL;631987310;24-06-2024;;6259491
NL;894491757;9175;31-03-2024;Zwartbont;M;NL;899026732;24-06-2024;;6259491
NL;579091768;9176;14-02-2024;Zwartbont;M;NL;927589798;08-05-2024;;6259491
BE;518109179;9179;26-03-2024;Zwartbont;M;BE;114994543;24-06-2024;;6259491
NL;687891841;9184;18-05-2024;Roodbont;M;NL;610688942;09-08-2024;;6259491
BE;018089186;9186;14-05-2024;Zwartbont;M;BE;815407290;09-08-2024;;6259491
LU;218379202;9202;01-04-2024;Roodbont;M;;;24-06-2024;;6259491
NL;562792094;9209;12-02-2024;Zwartbont;M;NL;607288607;08-05-2024;;6259491
NL;627492134;9213;12-02-2024;Zwartbont;M;NL;542484241;08-05-2024;;6259491
NL;627492141;9214;12-02-2024;Zwartbont;M;NL;542484056;08-05-2024;;6259491
NL;629292226;9222;14-05-2024;Zwartbont;M;NL;579287398;16-08-2024;;6259491
NL;629292240;9224;15-05-2024;Zwartbont;M;NL;631886271;16-08-2024;;6259491
LU;618339229;9229;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;418339233;9233;14-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;656492459;9245;13-05-2024;Zwartbont;M;NL;574335609;16-08-2024;;6259491
BE;118149251;9251;05-05-2024;Zwartbont;M;BE;117635088;09-08-2024;;6259491
NL;746892523;9252;13-05-2024;Zwartbont;M;NL;883573309;09-08-2024;;6259491
BE;618149253;9253;06-05-2024;Zwartbont;M;BE;216214625;09-08-2024;;6259491
BE;918149274;9274;16-05-2024;Zwartbont;M;BE;817555145;16-08-2024;;6259491
LU;118339275;9275;13-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;925992785;9278;03-01-2024;Zwartbont;M;NL;943090348;11-04-2024;;6259491
LU;518329289;9289;14-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;631793003;9300;21-02-2024;Zwartbont;M;NL;895290124;08-05-2024;;6259491
NL;632493010;9301;30-03-2024;Zwartbont;M;NL;578290388;24-06-2024;;6259491
LU;218329304;9304;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;578493064;9306;31-03-2024;Eenkleurig bruin;M;NL;753588329;24-06-2024;;6259491
NL;889693076;9307;14-05-2024;Zwartbont;M;NL;916587712;16-08-2024;;6259491
LU;618329316;9316;29-04-2024;Roodbont;M;;;09-08-2024;;6259491
BE;017689322;9322;14-02-2024;Roodbont;M;BE;913269714;08-05-2024;;6259491
