Landcode;Levensnummer;Werknummer;Geboortedatum;Haarkleur;Geslacht;Landcode_moeder;Levensnummer_moeder;Aanvoer;Afvoer;UBN
NL;893418197;1819;15-05-2024;Zwartbont;M;NL;644213336;09-08-2024;;6259491
NL;566218215;1821;02-04-2024;Zwartbont;M;NL;737314171;24-06-2024;;6259491
NL;593418215;1821;17-05-2024;Roodbont;M;NL;597009006;09-08-2024;;6259491
NL;566218222;1822;02-04-2024;Zwartbont;M;NL;656309988;24-06-2024;;6259491
NL;726018349;1834;15-05-2024;Zwartbont;M;NL;562315310;16-08-2024;;6259491
LU;018311838;1838;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;725618403;1840;09-01-2024;Zwartbont;M;NL;686614540;11-04-2024;;6259491
NL;730818551;1855;03-04-2024;Zwartbont;M;NL;720515767;24-06-2024;;6259491
NL;637518589;1858;20-05-2024;Roodbont;M;NL;931009192;09-08-2024;;6259491
NL;542318623;1862;15-05-2024;Zwartbont;M;NL;968512843;16-08-2024;;6259491
NL;694618721;1872;14-02-2024;Zwartbont;M;NL;695808448;08-05-2024;;6259491
NL;689118805;1880;22-05-2024;Roodbont;M;NL;635608686;09-08-2024;;6259491
NL;540718852;1885;07-05-2024;Zwartbont;M;NL;874511523;16-08-2024;;6259491
NL;582918867;1886;18-05-2024;Roodbont;M;NL;619115083;09-08-2024;;6259491
NL;582918881;1888;19-05-2024;Roodbont;M;NL;619115230;09-08-2024;;6259491
NL;739518915;1891;09-02-2024;Zwartbont;M;NL;932912512;08-05-2024;;6259491
NL;680819163;1916;08-02-2024;Roodbont;M;NL;683414428;08-05-2024;;6259491
NL;893419208;1920;02-04-2024;Zwartbont;V;NL;699203344;24-06-2024;;6259491
NL;732619329;1932;30-03-2024;Roodbont;M;NL;661412051;24-06-2024;;6259491
NL;732619336;1933;31-03-2024;Roodbont;M;NL;592017237;24-06-2024;;6259491
NL;732619343;1934;01-04-2024;Zwartbont;M;NL;936356125;24-06-2024;;6259491
NL;607619434;1943;31-03-2024;Eenkleurig zwart;M;NL;628318196;24-06-2024;;6259491
NL;585319481;1948;16-05-2024;Zwartbont;M;NL;635970220;16-08-2024;;6259491
NL;674119583;1958;19-02-2024;Zwartbont;M;NL;562212035;08-05-2024;;6259491
NL;541419608;1960;20-05-2024;Zwartbont;M;NL;567714877;09-08-2024;;6259491
NL;965619639;1963;05-01-2024;Zwartbont;M;NL;612817942;11-04-2024;;6259491
NL;597919798;1979;20-05-2024;Zwartbont;M;NL;564816411;09-08-2024;;6259491
NL;625319831;1983;19-05-2024;Zwartbont;M;NL;696914784;09-08-2024;;6259491
NL;672819883;1988;26-12-2023;Zwartbont;M;NL;628418612;11-04-2024;;6259491
NL;720119901;1990;10-02-2024;Zwartbont;M;NL;931313334;08-05-2024;;6259491
NL;625319963;1996;12-02-2024;Zwartbont;M;NL;665710175;08-05-2024;;6259491
NL;917320048;2004;20-05-2024;Zwartbont;M;NL;668240466;09-08-2024;;6259491
LU;918522006;2006;31-03-2024;Roodbont;M;;;24-06-2024;;6259491
NL;881920154;2015;26-01-2024;Zwartbont;M;NL;758592130;08-05-2024;;6259491
LU;118542022;2022;19-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;766720321;2032;06-05-2024;Zwartbont;M;NL;586592898;16-08-2024;;6259491
NL;590120362;2036;13-02-2024;Zwartbont;M;NL;610714797;08-05-2024;;6259491
LU;618432039;2039;27-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;243352042;2042;28-03-2024;Zwartbont;M;DE;0540996536;24-06-2024;;6259491
LU;918552042;2042;12-05-2024;Roodbont;M;;;09-08-2024;;6259491
LU;718552043;2043;13-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;543352046;2046;29-03-2024;Zwartbont;M;BE;114654548;24-06-2024;;6259491
NL;593620461;2046;02-04-2024;Zwartbont;M;NL;716143516;24-06-2024;;6259491
LU;518432051;2051;13-05-2024;Roodbont;M;;;09-08-2024;;6259491
NL;725620516;2051;11-02-2024;Eenkleurig zwart;M;NL;644216746;08-05-2024;;6259491
BE;843352053;2053;30-03-2024;Zwartbont;M;BE;717314906;24-06-2024;;6259491
NL;593620555;2055;17-05-2024;Zwartbont;M;NL;969343617;09-08-2024;;6259491
NL;630920624;2062;07-02-2024;Zwartbont;M;NL;619217473;01-07-2024;;6259491
NL;597920675;2067;10-02-2024;Roodbont;M;NL;593018990;08-05-2024;;6259491
NL;597920699;2069;13-02-2024;Roodbont;M;NL;939914072;08-05-2024;;6259491
LU;118562074;2074;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;640720755;2075;19-05-2024;Zwartbont;V;NL;641651362;09-08-2024;;6259491
NL;630920794;2079;09-05-2024;Zwartbont;M;NL;595616765;09-08-2024;;6259491
NL;617820806;2080;12-05-2024;Zwartbont;M;NL;597715305;09-08-2024;;6259491
NL;630920826;2082;17-05-2024;Zwartbont;M;NL;654118560;16-08-2024;;6259491
NL;927220880;2088;10-02-2024;Zwartbont;M;NL;595116070;08-05-2024;;6259491
NL;937520978;2097;17-05-2024;Zwartbont;M;NL;760218053;16-08-2024;;6259491
NL;612621141;2114;15-05-2024;Roodbont;M;NL;683859030;16-08-2024;;6259491
NL;929821142;2114;02-04-2024;Zwartbont;M;NL;590865874;24-06-2024;;6259491
NL;687321160;2116;12-02-2024;Zwartbont;M;NL;609714421;08-05-2024;;6259491
NL;866321200;2120;10-02-2024;Zwartbont;M;NL;577016644;08-05-2024;;6259491
NL;694621248;2124;12-02-2024;Zwartbont;M;NL;934809115;08-05-2024;;6259491
NL;694621255;2125;12-02-2024;Zwartbont;M;NL;608612535;08-05-2024;;6259491
NL;694621262;2126;12-02-2024;Zwartbont;M;NL;573111712;08-05-2024;;6259491
NL;889421282;2128;17-05-2024;Zwartbont;M;NL;610714696;16-08-2024;;6259491
NL;725621324;2132;13-05-2024;Zwartbont;M;NL;893719108;09-08-2024;;6259491
NL;582921377;2137;10-05-2024;Zwartbont;M;NL;937019306;09-08-2024;;6259491
NL;764821475;2147;08-01-2024;Zwartbont;M;NL;691117869;11-04-2024;;6259491
LU;918312148;2148;11-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;918312151;2151;14-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;897321541;2154;27-03-2024;Zwartbont;M;NL;595919859;24-06-2024;;6259491
NL;745921554;2155;21-05-2024;Zwartbont;M;NL;567719973;09-08-2024;;6259491
NL;764821646;2164;17-05-2024;Zwartbont;M;NL;624518817;09-08-2024;;6259491
LU;918312165;2165;27-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;518312170;2170;03-04-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;123912171;2171;14-02-2024;Zwart-wit;M;BE;322201926;08-05-2024;;6259491
NL;629021714;2171;30-03-2024;Zwartbont;M;NL;683419795;24-06-2024;;6259491
NL;629021721;2172;30-03-2024;Zwartbont;M;NL;683419702;24-06-2024;;6259491
NL;937521748;2174;30-03-2024;Zwartbont;M;NL;585776150;24-06-2024;;6259491
NL;726421763;2176;04-01-2024;Zwartbont;M;NL;619016382;11-04-2024;;6259491
NL;924821798;2179;21-05-2024;Zwartbont;M;NL;649122246;09-08-2024;;6259491
NL;541421829;2182;12-05-2024;Zwartbont;M;NL;746109168;09-08-2024;;6259491
NL;627621860;2186;09-01-2024;Zwartbont;M;NL;642519876;11-04-2024;;6259491
NL;876821905;2190;12-05-2024;Zwartbont;M;NL;658518113;16-08-2024;;6259491
NL;725621999;2199;29-03-2024;Witrik zwart;M;NL;595613658;24-06-2024;;6259491
NL;540722093;2209;21-03-2024;Zwartbont;M;NL;638527353;24-06-2024;;6259491
NL;540722101;2210;22-03-2024;Zwartbont;M;NL;892630132;24-06-2024;;6259491
NL;968922105;2210;05-04-2024;Zwartbont;M;NL;623019636;24-06-2024;;6259491
NL;565222215;2221;06-05-2024;Roodbont;M;NL;749718967;16-08-2024;;6259491
NL;591022261;2226;06-01-2024;Zwartbont;M;NL;696209534;11-04-2024;;6259491
NL;593422519;2251;12-05-2024;Zwartbont;M;NL;643319239;09-08-2024;;6259491
NL;638822599;2259;26-01-2024;Zwartbont;M;NL;644419509;08-05-2024;;6259491
BE;828872265;2265;04-01-2024;Zwart-wit;M;BE;828752028;11-04-2024;;6259491
LU;418352273;2273;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;939822775;2277;23-03-2024;Zwartbont;M;NL;745827221;24-06-2024;;6259491
NL;939822782;2278;25-03-2024;Blauwbont;M;NL;595521180;24-06-2024;;6259491
NL;916922805;2280;22-03-2024;Zwartbont;M;NL;633414788;24-06-2024;;6259491
LU;618262300;2300;26-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;218332302;2302;29-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;718332305;2305;29-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;518332306;2306;29-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;618332328;2328;02-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;418332332;2332;05-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;542723322;2332;10-05-2024;Zwartbont;M;NL;679821157;09-08-2024;;6259491
BE;519732333;2333;13-02-2024;Eenkleurig bruin;M;BE;117591771;08-05-2024;;6259491
NL;542723339;2333;10-05-2024;Zwartbont;M;NL;679821119;09-08-2024;;6259491
NL;542723346;2334;09-05-2024;Zwartbont;M;NL;933110960;09-08-2024;;6259491
NL;737723409;2340;20-05-2024;Zwartbont;M;NL;588920604;09-08-2024;;6259491
NL;967923417;2341;14-05-2024;Zwartbont;M;NL;565310680;16-08-2024;;6259491
NL;737723423;2342;15-05-2024;Zwartbont;M;NL;583521286;09-08-2024;;6259491
NL;542723478;2347;23-03-2024;Zwartbont;M;NL;930914756;24-06-2024;;6259491
NL;639123493;2349;12-05-2024;Zwartbont;M;NL;649916106;09-08-2024;;6259491
NL;707123509;2350;30-04-2024;Zwartbont;M;NL;640213604;09-08-2024;;6259491
NL;687823534;2353;07-01-2024;Zwartbont;M;NL;562265161;11-04-2024;;6259491
NL;542723618;2361;29-12-2023;Blauwbont;M;NL;930914972;11-04-2024;;6259491
BE;821422366;2366;08-02-2024;Zwart-wit;M;BE;221182255;08-05-2024;;6259491
BE;421422368;2368;13-02-2024;Zwart-wit;M;BE;122692001;08-05-2024;;6259491
BE;528022369;2369;03-04-2024;Zwartbont;M;BE;429082210;24-06-2024;;6259491
BE;129772372;2372;13-02-2024;Zwart-wit;M;BE;627652207;08-05-2024;;6259491
BE;119752375;2375;03-01-2024;Rood-wit;M;BE;214981863;11-04-2024;;6259491
BE;522282375;2375;01-04-2024;Zwartbont;M;BE;720112020;24-06-2024;;6259491
BE;928812378;2378;09-02-2024;Zwart-wit;M;BE;022552121;08-05-2024;;6259491
BE;019742386;2386;14-02-2024;Rood-wit;M;BE;914831979;08-05-2024;;6259491
BE;328022390;2390;03-01-2024;Zwartbont;M;BE;920221821;11-04-2024;;6259491
BE;420342392;2392;09-02-2024;Zwart-wit;M;BE;515073532;08-05-2024;;6259491
BE;628022394;2394;03-01-2024;Zwartbont;M;BE;118881734;11-04-2024;;6259491
NL;684424024;2402;02-04-2024;Zwartbont;M;NL;616820867;24-06-2024;;6259491
NL;684424031;2403;03-04-2024;Zwartbont;M;NL;616820711;24-06-2024;;6259491
NL;630524130;2413;01-05-2024;Zwartbont;M;NL;648920740;09-08-2024;;6259491
BE;224002414;2414;02-05-2024;Zwartbont;M;BE;722782227;16-08-2024;;6259491
BE;735232415;2415;17-05-2024;Zwartbont;M;BE;014985185;16-08-2024;;6259491
BE;624622421;2421;11-02-2024;Zwartbont;M;BE;121252233;08-05-2024;;6259491
BE;424622422;2422;12-02-2024;Zwartbont;M;BE;121252234;08-05-2024;;6259491
BE;619622423;2423;09-02-2024;Zwart-wit;M;BE;337302009;08-05-2024;;6259491
BE;019202424;2424;09-02-2024;Zwart-wit;M;BE;315142236;08-05-2024;;6259491
BE;919202425;2425;12-02-2024;Roodbont;M;BE;215142150;08-05-2024;;6259491
NL;626524304;2430;08-01-2024;Zwartbont;M;NL;635815914;11-04-2024;;6259491
NL;876524345;2434;10-05-2024;Zwartbont;M;NL;714413291;09-08-2024;;6259491
NL;608324375;2437;16-02-2024;Zwartbont;M;NL;917903971;08-05-2024;;6259491
NL;697024370;2437;03-04-2024;Roodbont;M;NL;540922871;24-06-2024;;6259491
NL;596324441;2444;20-05-2024;Zwartbont;M;NL;673908005;09-08-2024;;6259491
NL;697024488;2448;11-05-2024;Zwartbont;M;NL;676422250;09-08-2024;;6259491
NL;597824555;2455;26-04-2024;Zwartbont;M;NL;926108864;09-08-2024;;6259491
NL;597824579;2457;30-04-2024;Zwartbont;M;NL;926108198;09-08-2024;;6259491
NL;613824626;2462;17-05-2024;Zwartbont;M;NL;710820581;16-08-2024;;6259491
BE;921352469;2469;01-04-2024;Zwartbont;M;BE;728652004;24-06-2024;;6259491
BE;023632470;2470;14-02-2024;Zwartbont;M;BE;226031831;08-05-2024;;6259491
BE;818052472;2472;10-02-2024;Zwart-wit;M;BE;819011189;08-05-2024;;6259491
BE;322602473;2473;02-04-2024;Zwartbont;M;BE;134002203;24-06-2024;;6259491
BE;120752474;2474;17-05-2024;Rood-wit;M;BE;918962131;16-08-2024;;6259491
BE;219972475;2475;10-05-2024;Zwartbont;M;BE;228631939;09-08-2024;;6259491
BE;919972477;2477;11-05-2024;Zwartbont;M;BE;519601970;16-08-2024;;6259491
BE;422602495;2495;03-01-2024;Zwartbont;M;BE;514649203;11-04-2024;;6259491
NL;607725197;2519;12-02-2024;Zwartbont;M;NL;682021823;08-05-2024;;6259491
NL;607725274;2527;17-05-2024;Roodbont;M;NL;682021809;09-08-2024;;6259491
NL;541525354;2535;13-02-2024;Zwartbont;M;NL;966823084;08-05-2024;;6259491
BE;619192537;2537;12-02-2024;Eenkleurig zwart;M;BE;114903883;08-05-2024;;6259491
BE;118182538;2538;03-01-2024;Zwartbont;M;BE;138551928;11-04-2024;;6259491
LU;118322538;2538;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
BE;318182540;2540;03-01-2024;Zwartbont;M;BE;438551965;11-04-2024;;6259491
LU;518332547;2547;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;638825574;2557;09-02-2024;Zwartbont;M;NL;878120277;08-05-2024;;6259491
NL;968925591;2559;15-05-2024;Zwartbont;M;NL;683820531;09-08-2024;;6259491
BE;118342564;2564;09-02-2024;Zwart-wit;M;BE;823431436;08-05-2024;;6259491
NL;546525683;2568;12-01-2024;Roodbont;M;NL;546525568;08-05-2024;;6259491
BE;018342572;2572;12-02-2024;Zwart-wit;M;BE;914412790;08-05-2024;;6259491
BE;018162573;2573;13-05-2024;Zwartbont;M;BE;114101916;16-08-2024;;6259491
NL;697025739;2573;28-03-2024;Zwartbont;M;NL;677121598;24-06-2024;;6259491
BE;718342574;2574;12-02-2024;Zwart-wit;M;DE;0770475539;08-05-2024;;6259491
BE;918162574;2574;13-05-2024;Zwartbont;M;BE;514902116;09-08-2024;;6259491
BE;518032586;2586;25-01-2024;Zwart-wit;M;BE;535612081;08-05-2024;;6259491
NL;753025941;2594;13-05-2024;Roodbont;M;NL;708724202;16-08-2024;;6259491
BE;918182601;2601;26-03-2024;Zwartbont;M;BE;113090791;24-06-2024;;6259491
NL;632426023;2602;05-01-2024;Zwartbont;M;NL;572622871;11-04-2024;;6259491
NL;764826216;2621;02-04-2024;Roodbont;M;NL;628324319;24-06-2024;;6259491
NL;878526280;2628;01-11-2023;Eenkleurig bruin;V;NL;585776749;01-02-2024;;6259491
NL;687026335;2633;13-05-2024;Zwartbont;M;NL;614595514;16-08-2024;;6259491
NL;687026342;2634;12-05-2024;Zwartbont;M;NL;675319045;16-08-2024;;6259491
NL;687026359;2635;11-05-2024;Zwartbont;M;DE;0539889151;16-08-2024;;6259491
NL;687026366;2636;06-05-2024;Zwartbont;M;NL;578198316;09-08-2024;;6259491
NL;687026373;2637;06-05-2024;Zwartbont;M;NL;612722158;09-08-2024;;6259491
NL;578326405;2640;30-03-2024;Zwartbont;M;NL;652922844;24-06-2024;;6259491
NL;578326412;2641;30-03-2024;Zwartbont;M;NL;587424408;24-06-2024;;6259491
NL;689126473;2647;13-02-2024;Zwartbont;M;NL;567822226;08-05-2024;;6259491
BE;218342649;2649;20-03-2024;Zwartbont;M;BE;414822999;24-06-2024;;6259491
LU;118312656;2656;31-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;118312657;2657;31-03-2024;Roodbont;M;;;24-06-2024;;6259491
NL;969426622;2662;16-05-2024;Zwartbont;M;NL;672522765;09-08-2024;;6259491
NL;969426660;2666;16-05-2024;Zwartbont;M;NL;878924989;09-08-2024;;6259491
BE;018082691;2691;13-02-2024;Rood-wit;M;BE;037062020;08-05-2024;;6259491
LU;818352691;2691;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;718332692;2692;09-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;418352693;2693;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;965927068;2706;03-04-2024;Zwartbont;M;NL;949922775;24-06-2024;;6259491
BE;518162707;2707;04-05-2024;Zwartbont;M;BE;615133090;16-08-2024;;6259491
BE;818102707;2707;01-05-2024;Zwartbont;M;BE;114807459;16-08-2024;;6259491
LU;818352707;2707;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;618102708;2708;02-05-2024;Zwartbont;M;BE;614927587;16-08-2024;;6259491
BE;618102711;2711;09-05-2024;Zwartbont;M;BE;914807472;16-08-2024;;6259491
BE;418152736;2736;15-05-2024;Roodbont;M;BE;117690719;16-08-2024;;6259491
NL;646127503;2750;26-02-2024;Zwartbont;M;NL;623033890;24-06-2024;;6259491
NL;709527501;2750;04-01-2024;Zwartbont;M;NL;660919892;11-04-2024;;6259491
LU;318392751;2751;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;709527525;2752;04-01-2024;Zwartbont;M;NL;575024443;11-04-2024;;6259491
NL;895327530;2753;14-02-2024;Zwartbont;M;NL;631921060;08-05-2024;;6259491
LU;118342757;2757;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;318312770;2770;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;694627727;2772;03-05-2024;Blauwbont;M;NL;597006704;09-08-2024;;6259491
LU;418392773;2773;07-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;926827736;2773;29-03-2024;Zwartbont;M;NL;647927106;24-06-2024;;6259491
LU;218392774;2774;07-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;918392776;2776;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;626527860;2786;07-01-2024;Zwartbont;M;NL;641613797;11-04-2024;;6259491
NL;695127886;2788;13-02-2024;Zwartbont;V;NL;611711489;08-05-2024;;6259491
NL;695127893;2789;13-02-2024;Zwartbont;M;NL;611711489;08-05-2024;;6259491
BE;118042795;2795;01-01-2024;Zwartbont;M;BE;913686251;11-04-2024;;6259491
NL;645028041;2804;20-05-2024;Zwartbont;M;NL;681026726;09-08-2024;;6259491
NL;660528270;2827;17-05-2024;Zwartbont;M;NL;680025582;16-08-2024;;6259491
NL;946328398;2839;16-03-2024;Zwartbont;M;NL;636023880;24-06-2024;;6259491
NL;713928408;2840;13-02-2024;Zwartbont;M;NL;613124470;08-05-2024;;6259491
NL;645328530;2853;05-01-2024;Zwartbont;M;NL;642522216;11-04-2024;;6259491
NL;707628554;2855;18-05-2024;Roodbont;M;NL;840347569;09-08-2024;;6259491
NL;592528892;2889;15-05-2024;Zwartbont;M;NL;717124707;16-08-2024;;6259491
NL;592528900;2890;09-05-2024;Zwartbont;M;NL;760416215;16-08-2024;;6259491
NL;592528924;2892;07-05-2024;Zwartbont;M;NL;717124543;09-08-2024;;6259491
BE;418082896;2896;10-02-2024;Zwart-wit;M;BE;614920137;08-05-2024;;6259491
BE;018082898;2898;11-02-2024;Zwart-wit;M;DE;1504848283;08-05-2024;;6259491
BE;718162916;2916;15-05-2024;Zwartbont;M;BE;314066129;09-08-2024;;6259491
NL;590029261;2926;11-05-2024;Zwartbont;M;NL;715320853;09-08-2024;;6259491
BE;718132928;2928;26-03-2024;Zwartbont;M;BE;717343631;24-06-2024;;6259491
BE;718132931;2931;30-03-2024;Zwartbont;M;BE;114503158;24-06-2024;;6259491
BE;518132932;2932;30-03-2024;Zwartbont;M;BE;317463710;24-06-2024;;6259491
BE;318132933;2933;30-03-2024;Zwartbont;M;BE;217343575;24-06-2024;;6259491
BE;618132937;2937;03-04-2024;Zwartbont;M;BE;115123463;24-06-2024;;6259491
LU;118312947;2947;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;897929648;2964;30-03-2024;Zwartbont;M;NL;608523181;24-06-2024;;6259491
BE;119092966;2966;17-05-2024;Zwart-wit;M;BE;320021039;16-08-2024;;6259491
BE;418132969;2969;14-05-2024;Zwartbont;M;BE;014873390;16-08-2024;;6259491
NL;946329719;2971;17-02-2024;Zwartbont;M;NL;575725894;08-05-2024;;6259491
NL;620529738;2973;10-05-2024;Roodbont;M;NL;691127084;09-08-2024;;6259491
NL;687029745;2974;14-05-2024;Zwartbont;M;NL;618028285;16-08-2024;;6259491
NL;566229837;2983;05-05-2024;Zwartbont;M;NL;625423219;09-08-2024;;6259491
NL;563929927;2992;17-05-2024;Roodbont;M;NL;645219823;09-08-2024;;6259491
NL;563929941;2994;19-05-2024;Zwartbont;M;NL;728923470;09-08-2024;;6259491
NL;637330130;3013;20-05-2024;Zwartbont;M;NL;688623315;09-08-2024;;6259491
LU;418493022;3022;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;218493023;3023;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;118993031;3031;15-05-2024;Zwartbont;M;BE;526172145;09-08-2024;;6259491
NL;713530474;3047;03-04-2024;Zwartbont;M;NL;621057672;24-06-2024;;6259491
LU;518423057;3057;10-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;118183061;3061;13-05-2024;Roodbont;M;BE;714566014;09-08-2024;;6259491
LU;718293070;3070;04-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;697030788;3078;16-02-2024;Zwartbont;M;NL;689316593;08-05-2024;;6259491
NL;635130817;3081;29-03-2024;Roodbont;M;NL;683122026;24-06-2024;;6259491
NL;624030830;3083;11-05-2024;Zwartbont;M;NL;575729098;09-08-2024;;6259491
LU;918413089;3089;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;872231078;3107;16-02-2024;Zwartbont;M;NL;675325910;08-05-2024;;6259491
LU;818413117;3117;09-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;418413119;3119;09-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;625131196;3119;04-01-2024;Blauwbont;M;NL;943005599;11-04-2024;;6259491
LU;618413121;3121;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;218413123;3123;16-05-2024;Roodbont;M;;;16-08-2024;;6259491
LU;918413125;3125;16-05-2024;Zwartbont;M;;;16-08-2024;;6259491
LU;718413126;3126;16-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;610331510;3151;09-02-2024;Zwartbont;M;NL;547529600;08-05-2024;;6259491
LU;818283159;3159;21-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;118283160;3160;27-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;118283161;3161;31-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;592531636;3163;30-03-2024;Zwartbont;M;NL;619924434;24-06-2024;;6259491
LU;218373173;3173;11-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;687031764;3176;30-03-2024;Zwartbont;M;NL;895828994;24-06-2024;;6259491
LU;718373176;3176;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;118373179;3179;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;518373180;3180;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
BE;918043181;3181;14-02-2024;Zwart-wit;M;BE;114430553;08-05-2024;;6259491
LU;118373182;3182;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;753031861;3186;02-04-2024;Zwartbont;M;NL;618228645;24-06-2024;;6259491
NL;753031878;3187;28-03-2024;Zwartbont;M;NL;618228676;24-06-2024;;6259491
BE;518493190;3190;15-02-2024;Zwart-wit;M;BE;114797001;08-05-2024;;6259491
NL;872432183;3218;05-05-2024;Zwartbont;M;NL;643531352;09-08-2024;;6259491
BE;318433220;3220;14-05-2024;Zwartbont;M;BE;917800856;09-08-2024;;6259491
NL;707632214;3221;17-05-2024;Zwartbont;M;NL;564929980;09-08-2024;;6259491
BE;218403224;3224;13-05-2024;Zwartbont;M;BE;714742656;16-08-2024;;6259491
NL;639132259;3225;01-04-2024;Zwartbont;V;NL;918728786;24-06-2024;;6259491
LU;418253257;3257;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;925732686;3268;11-05-2024;Zwartbont;M;NL;609226801;09-08-2024;;6259491
NL;925732693;3269;08-05-2024;Zwartbont;M;NL;843125704;09-08-2024;;6259491
BE;418473272;3272;02-04-2024;Zwartbont;M;BE;114206179;24-06-2024;;6259491
BE;918473275;3275;02-04-2024;Zwartbont;M;BE;314797370;24-06-2024;;6259491
NL;581532774;3277;25-03-2024;Zwartbont;M;NL;613541460;24-06-2024;;6259491
BE;418343282;3282;10-02-2024;Zwart-wit;M;BE;117402892;08-05-2024;;6259491
NL;937732883;3288;10-05-2024;Zwartbont;V;NL;707018717;16-08-2024;;6259491
NL;746832985;3298;31-03-2024;Zwartbont;M;NL;589431169;24-06-2024;;6259491
LU;818353307;3307;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;866333089;3308;03-04-2024;Zwartbont;M;NL;659325956;24-06-2024;;6259491
LU;418353309;3309;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;818353310;3310;03-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;578433495;3349;29-03-2024;Roodbont;M;NL;573131727;24-06-2024;;6259491
NL;626533595;3359;10-02-2024;Zwartbont;M;NL;675105451;08-05-2024;;6259491
BE;518123390;3390;07-02-2024;Zwart-wit;M;BE;114572644;01-07-2024;;6259491
NL;697033972;3397;12-02-2024;Baggerbont rood;M;NL;932920197;08-05-2024;;6259491
